user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,1.0000000000000007,0.5504303967185439,0.4860776049454743,0.5086784587335806,0.5960328352377723,0.5052861774242812,0.5170680868465453,0.5266720331389992,0.5000388928910651,0.5281266936437908,0.5658776908670562,0.522849925839747,0.399143809637339,0.6053486467933211,0.4928149680700104,0.5472996442337567,0.5632694675469451,0.5754938975958158,0.6301888229498628,0.5859195954010539
2,0.5504303967185439,1.0000000000000004,0.44121083981810866,0.577570676604737,0.5996842493755394,0.5460577086834469,0.47862006928745443,0.5836407253078238,0.5207653259085064,0.46591884694303154,0.507986104684078,0.5605827031154446,0.49384963280940514,0.5040060576698326,0.5497232314495154,0.5505991577030341,0.5032678323721957,0.5390924937548084,0.5598917716240586,0.5977848262496783
3,0.4860776049454743,0.44121083981810866,0.9999999999999998,0.561756487894887,0.46824331704413913,0.601372486416378,0.5297240453177654,0.4375766981498511,0.5902795822743477,0.5419817909787619,0.4639336779676512,0.40968565898207315,0.6205019689483828,0.526586266975947,0.4638590813844657,0.5624219980113151,0.47721046568137165,0.6022299311131107,0.40525231539736334,0.48128718549528265
4,0.5086784587335806,0.577570676604737,0.561756487894887,0.9999999999999997,0.403036642211963,0.5460341984676707,0.5745920153439067,0.4893426205830893,0.5895300432641166,0.5326779220741598,0.5349715697738321,0.49909149712420703,0.5489212531710769,0.6276745438133285,0.6288605149546259,0.5191812780601065,0.5067346756926776,0.5431233173012362,0.4796083817805833,0.6595792776751964
5,0.5960328352377723,0.5996842493755394,0.46824331704413913,0.403036642211963,1.0000000000000009,0.627822818420653,0.5341456778538346,0.5084811558369892,0.5540760047860692,0.5488764796766135,0.4187193748082919,0.6593528730312601,0.4854207021364654,0.44096611638019767,0.48259331858410875,0.5763031322868608,0.5847746612882022,0.4990152066811672,0.5404103838125917,0.5558350564968344
6,0.5052861774242812,0.5460577086834469,0.601372486416378,0.5460341984676707,0.627822818420653,1.0000000000000004,0.6152024668414683,0.5218400850036393,0.6190903830938828,0.5422840124952262,0.5221817890195709,0.6334843688913413,0.560376552606571,0.47828090071702106,0.5427260476655666,0.6453988732272079,0.5101153686507428,0.5817207614465846,0.5861440050421086,0.5843972145869696
7,0.5170680868465453,0.47862006928745443,0.5297240453177654,0.5745920153439067,0.5341456778538346,0.6152024668414683,0.9999999999999996,0.6767271470188965,0.6450834943193419,0.5711893521105376,0.5819398914599966,0.5547043550694777,0.4223986484238069,0.4983066736823411,0.4386221241439664,0.5614673135271024,0.5680139413820142,0.5272542863232573,0.6423188120087417,0.5188502505747526
8,0.5266720331389992,0.5836407253078238,0.4375766981498511,0.4893426205830893,0.5084811558369892,0.5218400850036393,0.6767271470188965,0.999999999999999,0.6455621435765021,0.5741733404645228,0.5802742182053936,0.513160640539694,0.41677445059361523,0.48013860864950675,0.3607836479090949,0.5572410401503048,0.5451040687294294,0.5822973632465609,0.6024514863720647,0.5445767446716594
9,0.5000388928910651,0.5207653259085064,0.5902795822743477,0.5895300432641166,0.5540760047860692,0.6190903830938828,0.6450834943193419,0.6455621435765021,1.000000000000001,0.5630878041305326,0.5681016695172416,0.499755479343952,0.5137404801029037,0.538622438153799,0.428244390165415,0.5540904861269851,0.4952134168384071,0.6155425629746574,0.5705981241216168,0.47677234633749244
10,0.5281266936437908,0.46591884694303154,0.5419817909787619,0.5326779220741598,0.5488764796766135,0.5422840124952262,0.5711893521105376,0.5741733404645228,0.5630878041305326,1.0,0.5669947858468095,0.5333023584158725,0.5934340722572851,0.570023087308799,0.4677183696687565,0.6278368022039112,0.4962481649262847,0.6132162596764068,0.4615442009379593,0.4640840118068322
11,0.5658776908670562,0.507986104684078,0.4639336779676512,0.5349715697738321,0.4187193748082919,0.5221817890195709,0.5819398914599966,0.5802742182053936,0.5681016695172416,0.5669947858468095,1.0000000000000007,0.40156910836401943,0.4623147769117211,0.5635570367487182,0.4427767182769098,0.5557939687649982,0.5623995220226615,0.5306427849580643,0.6296325479503502,0.5242554662530694
12,0.522849925839747,0.5605827031154446,0.40968565898207315,0.49909149712420703,0.6593528730312601,0.6334843688913413,0.5547043550694777,0.513160640539694,0.499755479343952,0.5333023584158725,0.40156910836401943,1.0000000000000007,0.594764095497509,0.5015626070368964,0.5509791937229788,0.592416410663169,0.5981613254008926,0.5508005441217634,0.547010527479728,0.6021466841000208
13,0.399143809637339,0.49384963280940514,0.6205019689483828,0.5489212531710769,0.4854207021364654,0.560376552606571,0.4223986484238069,0.41677445059361523,0.5137404801029037,0.5934340722572851,0.4623147769117211,0.594764095497509,0.9999999999999993,0.4915175865590971,0.5472146474688763,0.47591423119062437,0.4217867115313904,0.6120527077259023,0.41472134835472335,0.5452524393362367
14,0.6053486467933211,0.5040060576698326,0.526586266975947,0.6276745438133285,0.44096611638019767,0.47828090071702106,0.4983066736823411,0.48013860864950675,0.538622438153799,0.570023087308799,0.5635570367487182,0.5015626070368964,0.4915175865590971,1.0000000000000007,0.5873606855751881,0.5909764890713304,0.5053505222140541,0.5636602226207641,0.4762104522089243,0.5326682338139239
15,0.4928149680700104,0.5497232314495154,0.4638590813844657,0.6288605149546259,0.48259331858410875,0.5427260476655666,0.4386221241439664,0.3607836479090949,0.428244390165415,0.4677183696687565,0.4427767182769098,0.5509791937229788,0.5472146474688763,0.5873606855751881,0.9999999999999997,0.537744003140006,0.46765964421159856,0.49518743936362175,0.4902397060177568,0.6330890568315699
